music,tempo,volume,tempo_norm,volume_norm
14374.mp3,161.4990234375,0.1106775104999542,0.625,0.1957739571465503
14375.mp3,161.4990234375,0.106637105345726,0.625,0.1873750008852262
14376.mp3,161.4990234375,0.1153344437479972,0.625,0.2054545156967956
14377.mp3,80.74951171875,0.1191988065838813,0.3125,0.2134875255553519
14378.mp3,80.74951171875,0.103707805275917,0.3125,0.18128574443111226
14379.mp3,80.74951171875,0.1109787970781326,0.3125,0.19640025393997862
14380.mp3,161.4990234375,0.1140725687146186,0.625,0.2028314041997932
14381.mp3,78.30255681818181,0.1087083965539932,0.303030303030303,0.1916806790532921
14382.mp3,80.74951171875,0.1493725925683975,0.3125,0.2762110146730948
14383.mp3,107.666015625,0.1989216655492782,0.41666666666666663,0.3792107092260205
14384.mp3,107.666015625,0.2274689525365829,0.41666666666666663,0.43855312802650304
14385.mp3,107.666015625,0.2753298282623291,0.41666666666666663,0.538043497557525
14386.mp3,107.666015625,0.3273786008358001,0.41666666666666663,0.6462394203952913
14387.mp3,107.666015625,0.3242244720458984,0.41666666666666663,0.6396828032398941
14388.mp3,107.666015625,0.3199189603328705,0.41666666666666663,0.6307327590784819
14389.mp3,107.666015625,0.3268455862998962,0.41666666666666663,0.6451314211717425
14390.mp3,107.666015625,0.3139210343360901,0.41666666666666663,0.6182646237844509
14391.mp3,107.666015625,0.3136001229286194,0.41666666666666663,0.6175975320517603
14392.mp3,107.666015625,0.3307540714740753,0.41666666666666663,0.6532561499484126
14393.mp3,135.99917763157896,0.0338931418955326,0.5263157894736842,0.036159134165978914
14394.mp3,135.99917763157896,0.0313446596264839,0.5263157894736842,0.030861499326537013
14395.mp3,258.3984375,0.0303450599312782,1.0,0.028783590354938014
14396.mp3,0.0,0.0313854292035102,0.0,0.03094624872199756
14397.mp3,0.0,0.0317486189305782,0.0,0.031701226135342896
14398.mp3,117.45383522727272,0.0311842542141675,0.4545454545454545,0.0305280580030313
14399.mp3,184.5703125,0.0311965979635715,0.7142857142857143,0.030553717462265588
14400.mp3,258.3984375,0.0337538942694664,1.0,0.03586967440237095
14401.mp3,129.19921875,0.0311717465519905,0.5,0.030502057811578685
14402.mp3,129.19921875,0.0297203827649354,0.5,0.027485048254012684
14403.mp3,89.10290948275862,0.0685907155275344,0.3448275862068965,0.1082864066015875
14404.mp3,135.99917763157896,0.1009833365678787,0.5263157894736842,0.1756222793476135
14405.mp3,135.99917763157896,0.1431052535772323,0.5263157894736842,0.2631828395143235
14406.mp3,135.99917763157896,0.190236747264862,0.5263157894736842,0.3611570126239234
14407.mp3,135.99917763157896,0.227944940328598,0.5263157894736842,0.439542583413638
14408.mp3,135.99917763157896,0.2220445871353149,0.5263157894736842,0.427277276716638
14409.mp3,135.99917763157896,0.2364683449268341,0.5263157894736842,0.4572605348777971
