music,tempo,volume
14374.mp3,161.4990234375,0.11067751049995422
14375.mp3,161.4990234375,0.10663710534572601
14376.mp3,161.4990234375,0.11533444374799728
14377.mp3,80.74951171875,0.11919880658388138
14378.mp3,80.74951171875,0.10370780527591705
14379.mp3,80.74951171875,0.11097879707813263
14380.mp3,161.4990234375,0.11407256871461868
14381.mp3,78.30255681818181,0.10870839655399323
14382.mp3,80.74951171875,0.14937259256839752
14383.mp3,107.666015625,0.19892166554927826
14384.mp3,107.666015625,0.22746895253658295
14385.mp3,107.666015625,0.2753298282623291
14386.mp3,107.666015625,0.32737860083580017
14387.mp3,107.666015625,0.32422447204589844
14388.mp3,107.666015625,0.3199189603328705
14389.mp3,107.666015625,0.32684558629989624
14390.mp3,107.666015625,0.3139210343360901
14391.mp3,107.666015625,0.3136001229286194
14392.mp3,107.666015625,0.3307540714740753
14393.mp3,135.99917763157896,0.03389314189553261
14394.mp3,135.99917763157896,0.03134465962648392
14395.mp3,258.3984375,0.03034505993127823
14396.mp3,0.0,0.031385429203510284
14397.mp3,0.0,0.03174861893057823
14398.mp3,117.45383522727273,0.031184254214167595
14399.mp3,184.5703125,0.03119659796357155
14400.mp3,258.3984375,0.0337538942694664
14401.mp3,129.19921875,0.03117174655199051
14402.mp3,129.19921875,0.029720382764935493
14403.mp3,89.10290948275862,0.06859071552753448
14404.mp3,135.99917763157896,0.10098333656787872
14405.mp3,135.99917763157896,0.14310525357723236
14406.mp3,135.99917763157896,0.19023674726486206
14407.mp3,135.99917763157896,0.22794494032859802
14408.mp3,135.99917763157896,0.22204458713531494
14409.mp3,135.99917763157896,0.2364683449268341
14410.mp3,135.99917763157896,0.23526331782341003
14411.mp3,135.99917763157896,0.22315643727779388
14412.mp3,151.99908088235293,0.11523500084877014
14413.mp3,151.99908088235293,0.10475415736436844
14414.mp3,151.99908088235293,0.10981601476669312
14415.mp3,151.99908088235293,0.11803220957517624
14416.mp3,151.99908088235293,0.11122812330722809
14417.mp3,151.99908088235293,0.10551291704177856
14418.mp3,151.99908088235293,0.11333967745304108
14419.mp3,151.99908088235293,0.11371231824159622
14420.mp3,151.99908088235293,0.10560933500528336
14421.mp3,151.99908088235293,0.10553313046693802
14422.mp3,151.99908088235293,0.11626528948545456
14423.mp3,151.99908088235293,0.09848575294017792
14424.mp3,151.99908088235293,0.1046283170580864
14425.mp3,151.99908088235293,0.10341872274875641
14426.mp3,151.99908088235293,0.10655514150857925
14427.mp3,151.99908088235293,0.105839304625988
14428.mp3,151.99908088235293,0.11518487334251404
14429.mp3,151.99908088235293,0.10728638619184494
14430.mp3,151.99908088235293,0.10368940234184265
14431.mp3,135.99917763157896,0.2879861295223236
14432.mp3,135.99917763157896,0.29693901538848877
14433.mp3,135.99917763157896,0.30494076013565063
14434.mp3,135.99917763157896,0.3046998679637909
14435.mp3,135.99917763157896,0.29236215353012085
14436.mp3,135.99917763157896,0.28247055411338806
14437.mp3,135.99917763157896,0.278728723526001
14438.mp3,135.99917763157896,0.27558422088623047
14439.mp3,135.99917763157896,0.2663681209087372
14440.mp3,135.99917763157896,0.26001617312431335
14441.mp3,135.99917763157896,0.24105091392993927
14442.mp3,135.99917763157896,0.2297488898038864
14443.mp3,143.5546875,0.24898523092269897
14444.mp3,135.99917763157896,0.2689548134803772
14445.mp3,135.99917763157896,0.2779347002506256
14446.mp3,143.5546875,0.2956147789955139
14447.mp3,135.99917763157896,0.3054817020893097
14448.mp3,135.99917763157896,0.28369805216789246
14449.mp3,135.99917763157896,0.266560822725296
14450.mp3,143.5546875,0.2759895920753479
14451.mp3,143.5546875,0.2597491145133972
14452.mp3,135.99917763157896,0.24897003173828125
14453.mp3,135.99917763157896,0.2637406289577484
14454.mp3,135.99917763157896,0.2756389379501343
14455.mp3,135.99917763157896,0.27785375714302063
14456.mp3,135.99917763157896,0.3095436096191406
14457.mp3,135.99917763157896,0.3269391655921936
14458.mp3,123.046875,0.03900012746453285
14459.mp3,123.046875,0.04698514938354492
14460.mp3,117.45383522727273,0.058635614812374115
14461.mp3,117.45383522727273,0.07274367660284042
14462.mp3,117.45383522727273,0.0808325782418251
